shipment_id,risk_tier,delay_probability,eta,hours_to_sla,origin,destination,carrier,transport_mode,top_risk_factors,action_required,alert_generated_at,alert_type
SHP100091,CRITICAL,1.0,2023-06-08,0,Los Angeles,Tokyo,DB Schenker,Sea,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 5.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100092,CRITICAL,1.0,2023-12-24,0,Los Angeles,New York,XPO Logistics,Sea,"['Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.4]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100093,CRITICAL,1.0,2023-10-20,0,Los Angeles,Chicago,FedEx,Rail,"['Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100094,CRITICAL,1.0,2023-03-08,0,Dubai,Sydney,DB Schenker,Air,"['Port congestion [score: 5.0]', 'Weather severity (Heavy Rain) [score: 4.9]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100096,CRITICAL,1.0,2024-01-21,0,Los Angeles,Tokyo,XPO Logistics,Rail,"['Port congestion [score: 6.0]', 'Weather severity (Snow) [score: 5.8]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100097,CRITICAL,1.0,2024-10-21,0,Dubai,New York,FedEx,Air,"['Customs hold active [score: 8.0]', 'Port congestion [score: 7.0]', 'Weather severity (Snow) [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100098,CRITICAL,1.0,2023-12-06,0,Shanghai,New York,XPO Logistics,Rail,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 4.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100099,CRITICAL,1.0,2023-07-24,0,Hamburg,Singapore,DHL,Sea,"['Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 6.4]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100100,CRITICAL,1.0,2023-07-01,0,Los Angeles,New York,DHL,Air,"['Weather severity (Heavy Rain) [score: 4.8]', 'Disruption: Traffic Jam [score: 3.8]', 'High route risk [score: 3.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100101,CRITICAL,1.0,2024-11-29,0,Hamburg,Tokyo,UPS,Road,"['Port congestion [score: 10.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Weather severity (Heavy Rain) [score: 5.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100102,CRITICAL,1.0,2024-06-09,0,Los Angeles,Singapore,UPS,Rail,"['Weather severity (Snow) [score: 6.4]', 'Traffic congestion level (Rail) [score: 5.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100103,CRITICAL,1.0,2024-03-09,0,Dubai,Tokyo,XPO Logistics,Air,"['Disruption: Natural Disaster [score: 10.4]', 'Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100104,CRITICAL,1.0,2024-04-06,0,Los Angeles,Sydney,Maersk,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Disruption: Equipment Failure [score: 5.6]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100105,CRITICAL,1.0,2024-02-25,0,Los Angeles,Sydney,DB Schenker,Air,"['Weather severity (Snow) [score: 5.6]', 'Traffic congestion level (Air) [score: 4.0]', 'High historical delay rate [score: 3.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100106,CRITICAL,1.0,2024-04-19,0,Rotterdam,Tokyo,DHL,Air,"['Port congestion [score: 9.0]', 'Disruption: Port Strike [score: 8.5]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100107,CRITICAL,1.0,2024-02-25,0,Rotterdam,Tokyo,DHL,Rail,"['Weather severity (Storm) [score: 8.4]', 'Disruption: Traffic Jam [score: 4.1]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100108,CRITICAL,1.0,2024-08-05,0,Dubai,Sydney,UPS,Road,"['Disruption: Natural Disaster [score: 10.5]', 'Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100109,CRITICAL,1.0,2024-02-01,0,Shanghai,Chicago,Maersk,Air,"['Disruption: Natural Disaster [score: 9.7]', 'Port congestion [score: 9.0]', 'High route risk [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100110,CRITICAL,1.0,2023-02-28,0,Shanghai,New York,XPO Logistics,Rail,"['Weather severity (Heavy Rain) [score: 4.9]', 'High route risk [score: 3.5]', 'High historical delay rate [score: 2.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100111,CRITICAL,1.0,2023-10-29,0,Dubai,London,Maersk,Sea,"['Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 4.9]', 'Disruption: Traffic Jam [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100112,CRITICAL,1.0,2023-06-09,0,Shanghai,Tokyo,XPO Logistics,Road,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100113,CRITICAL,1.0,2024-07-03,0,Mumbai,Chicago,XPO Logistics,Rail,"['Disruption: Natural Disaster [score: 10.2]', 'Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100114,CRITICAL,1.0,2023-04-02,0,Hamburg,Chicago,DB Schenker,Rail,"['Customs hold active [score: 8.0]', 'Port congestion [score: 7.0]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100115,CRITICAL,1.0,2024-08-15,0,Hamburg,Singapore,DHL,Rail,"['Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 5.5]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100116,CRITICAL,1.0,2023-12-04,0,Shanghai,Singapore,XPO Logistics,Road,"['Port congestion [score: 9.0]', 'Weather severity (Storm) [score: 8.0]', 'Traffic congestion level (Road) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100117,CRITICAL,1.0,2023-03-31,0,Rotterdam,New York,DB Schenker,Air,"['Port congestion [score: 5.0]', 'Weather severity (Fog) [score: 4.1]', 'High route risk [score: 3.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100118,HIGH,0.8446,2023-11-24,0,Mumbai,Singapore,Maersk,Rail,"['Traffic congestion level (Rail) [score: 4.0]', 'High route risk [score: 3.9]', 'Low carrier reliability [score: 1.7]']",Trigger intervention protocol immediately.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100119,CRITICAL,1.0,2024-03-17,0,Mumbai,Sydney,XPO Logistics,Rail,"['Disruption: Port Strike [score: 8.8]', 'Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100120,CRITICAL,1.0,2023-02-25,0,Mumbai,Tokyo,FedEx,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Disruption: Port Strike [score: 8.7]', 'Port congestion [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100121,CRITICAL,1.0,2023-05-11,0,Rotterdam,Singapore,FedEx,Sea,"['Customs hold active [score: 8.0]', 'Weather severity (Storm) [score: 7.8]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100122,CRITICAL,1.0,2023-02-15,0,Shanghai,London,DHL,Road,"['Disruption: Natural Disaster [score: 9.6]', 'Weather severity (Storm) [score: 8.1]', 'Port congestion [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100123,CRITICAL,1.0,2023-09-12,0,Shanghai,Chicago,DHL,Road,"['Disruption: Natural Disaster [score: 10.4]', 'Traffic congestion level (Road) [score: 9.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100124,CRITICAL,1.0,2023-06-26,0,Rotterdam,London,XPO Logistics,Road,"['Port congestion [score: 10.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Weather severity (Snow) [score: 6.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100125,CRITICAL,1.0,2024-10-09,0,Dubai,London,DB Schenker,Rail,"['Disruption: Natural Disaster [score: 9.5]', 'Weather severity (Snow) [score: 6.4]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100126,CRITICAL,1.0,2024-07-20,0,Los Angeles,Tokyo,XPO Logistics,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Disruption: Equipment Failure [score: 5.8]', 'Weather severity (Fog) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100127,CRITICAL,1.0,2023-05-04,0,Dubai,Chicago,DB Schenker,Sea,"['Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 5.4]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100128,CRITICAL,1.0,2023-06-06,0,Hamburg,Sydney,XPO Logistics,Air,"['Port congestion [score: 8.0]', 'Weather severity (Snow) [score: 6.0]', 'High historical delay rate [score: 3.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100129,CRITICAL,1.0,2023-05-08,0,Rotterdam,New York,XPO Logistics,Road,"['Disruption: Port Strike [score: 9.1]', 'Weather severity (Storm) [score: 8.4]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100130,CRITICAL,1.0,2023-08-16,0,Shanghai,Singapore,UPS,Road,"['Disruption: Port Strike [score: 9.4]', 'Traffic congestion level (Road) [score: 7.0]', 'Weather severity (Fog) [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100131,CRITICAL,1.0,2023-10-11,0,Shanghai,London,DB Schenker,Rail,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.2]', 'Weather severity (Snow) [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100132,CRITICAL,1.0,2024-03-10,0,Dubai,Sydney,DB Schenker,Sea,"['Disruption: Port Strike [score: 8.8]', 'Traffic congestion level (Sea) [score: 6.0]', 'High route risk [score: 2.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100133,CRITICAL,1.0,2024-06-03,0,Mumbai,Sydney,UPS,Sea,"['Disruption: Natural Disaster [score: 9.7]', 'Port congestion [score: 9.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100134,CRITICAL,1.0,2023-04-10,0,Dubai,Tokyo,FedEx,Rail,"['Disruption: Natural Disaster [score: 9.6]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100135,CRITICAL,1.0,2023-03-30,0,Shanghai,Chicago,Maersk,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 5.0]', 'Weather severity (Rain) [score: 2.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100136,CRITICAL,1.0,2023-02-01,0,Hamburg,Tokyo,DHL,Road,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.2]', 'Traffic congestion level (Road) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100137,CRITICAL,1.0,2023-04-03,0,Rotterdam,Singapore,FedEx,Rail,"['Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 6.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100138,CRITICAL,1.0,2023-11-13,0,Los Angeles,New York,XPO Logistics,Road,"['Disruption: Natural Disaster [score: 10.2]', 'Weather severity (Storm) [score: 8.1]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100139,CRITICAL,1.0,2024-02-12,0,Los Angeles,Chicago,XPO Logistics,Road,"['Traffic congestion level (Road) [score: 8.0]', 'Weather severity (Snow) [score: 6.4]', 'Disruption: Traffic Jam [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100140,CRITICAL,1.0,2024-01-26,0,Hamburg,Singapore,Maersk,Air,"['Disruption: Port Strike [score: 9.3]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100141,CRITICAL,1.0,2024-09-30,0,Rotterdam,Chicago,XPO Logistics,Rail,"['Customs hold active [score: 8.0]', 'Weather severity (Fog) [score: 4.1]', 'Traffic congestion level (Rail) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100142,CRITICAL,0.9992,2023-04-21,0,Rotterdam,London,DHL,Sea,"['Traffic congestion level (Sea) [score: 3.0]', 'High historical delay rate [score: 2.5]', 'Port congestion [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100143,CRITICAL,1.0,2024-08-31,0,Hamburg,Chicago,Maersk,Rail,"['Disruption: Equipment Failure [score: 5.8]', 'Weather severity (Snow) [score: 5.7]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100144,CRITICAL,0.996,2024-07-19,0,Hamburg,London,Maersk,Sea,"['Disruption: Natural Disaster [score: 9.6]', 'Port congestion [score: 9.0]', 'Weather severity (Fog) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100145,CRITICAL,0.9994,2023-01-08,0,Dubai,Sydney,Maersk,Air,"['Disruption: Traffic Jam [score: 4.0]', 'High route risk [score: 2.5]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100146,CRITICAL,1.0,2024-11-20,0,Dubai,Singapore,XPO Logistics,Sea,"['Customs hold active [score: 8.0]', 'Port congestion [score: 7.0]', 'Weather severity (Snow) [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100147,CRITICAL,1.0,2023-09-26,0,Shanghai,Tokyo,DB Schenker,Sea,"['Weather severity (Storm) [score: 8.3]', 'Traffic congestion level (Sea) [score: 4.0]', 'High route risk [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100148,CRITICAL,1.0,2024-04-20,0,Los Angeles,New York,UPS,Rail,"['Disruption: Port Strike [score: 9.3]', 'Weather severity (Heavy Rain) [score: 4.8]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100149,CRITICAL,1.0,2023-08-15,0,Shanghai,Sydney,DHL,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Weather severity (Snow) [score: 6.2]', 'High historical delay rate [score: 3.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100150,CRITICAL,1.0,2023-07-29,0,Dubai,New York,DB Schenker,Road,"['Port congestion [score: 10.0]', 'Disruption: Natural Disaster [score: 9.8]', 'Traffic congestion level (Road) [score: 9.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100151,CRITICAL,1.0,2024-02-02,0,Los Angeles,Tokyo,XPO Logistics,Road,"['Disruption: Port Strike [score: 9.3]', 'Traffic congestion level (Road) [score: 9.0]', 'Weather severity (Heavy Rain) [score: 5.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100152,CRITICAL,0.9999,2023-12-17,0,Hamburg,London,FedEx,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Disruption: Equipment Failure [score: 6.2]', 'Weather severity (Fog) [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100153,CRITICAL,1.0,2023-09-20,0,Rotterdam,Singapore,DB Schenker,Air,"['Weather severity (Blizzard) [score: 9.3]', 'Disruption: Equipment Failure [score: 5.6]', 'High route risk [score: 3.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100154,CRITICAL,1.0,2024-09-06,0,Dubai,Singapore,XPO Logistics,Air,"['Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 5.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100155,CRITICAL,1.0,2023-10-10,0,Dubai,Tokyo,DB Schenker,Road,"['Disruption: Port Strike [score: 9.2]', 'Traffic congestion level (Road) [score: 6.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100156,CRITICAL,1.0,2023-03-24,0,Dubai,Sydney,UPS,Rail,"['Disruption: Natural Disaster [score: 9.5]', 'Weather severity (Snow) [score: 6.2]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100157,CRITICAL,1.0,2024-01-29,0,Hamburg,Singapore,DHL,Sea,"['Disruption: Port Strike [score: 9.1]', 'Weather severity (Storm) [score: 8.2]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100158,CRITICAL,1.0,2024-03-24,0,Los Angeles,London,UPS,Rail,"['Disruption: Port Strike [score: 8.8]', 'Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100159,CRITICAL,1.0,2024-04-29,0,Rotterdam,New York,XPO Logistics,Road,"['Port congestion [score: 10.0]', 'Traffic congestion level (Road) [score: 8.0]', 'Disruption: Equipment Failure [score: 6.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100160,CRITICAL,1.0,2024-08-14,0,Hamburg,London,XPO Logistics,Sea,"['Weather severity (Storm) [score: 8.5]', 'Port congestion [score: 6.0]', 'Disruption: Traffic Jam [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100161,CRITICAL,1.0,2023-03-06,0,Rotterdam,London,FedEx,Sea,"['Weather severity (Blizzard) [score: 9.3]', 'Port congestion [score: 9.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100162,CRITICAL,1.0,2024-08-12,0,Mumbai,New York,DHL,Road,"['Disruption: Natural Disaster [score: 9.7]', 'Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100163,CRITICAL,1.0,2023-08-04,0,Rotterdam,Sydney,Maersk,Sea,"['Disruption: Equipment Failure [score: 6.0]', 'Weather severity (Snow) [score: 5.8]', 'Traffic congestion level (Sea) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100164,CRITICAL,1.0,2023-05-10,0,Dubai,Sydney,XPO Logistics,Road,"['Port congestion [score: 8.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Disruption: Traffic Jam [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100165,CRITICAL,1.0,2023-07-24,0,Los Angeles,Sydney,DHL,Air,"['Disruption: Natural Disaster [score: 10.1]', 'Weather severity (Snow) [score: 6.2]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100166,CRITICAL,1.0,2024-05-12,0,Shanghai,Sydney,DB Schenker,Road,"['Weather severity (Blizzard) [score: 9.1]', 'Disruption: Port Strike [score: 8.7]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100167,CRITICAL,1.0,2024-09-21,0,Hamburg,Singapore,FedEx,Rail,"['Weather severity (Blizzard) [score: 9.3]', 'Customs hold active [score: 8.0]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100168,CRITICAL,1.0,2023-05-06,0,Rotterdam,Singapore,UPS,Rail,"['Disruption: Port Strike [score: 8.9]', 'Weather severity (Snow) [score: 5.5]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100169,CRITICAL,1.0,2024-09-13,0,Los Angeles,London,DB Schenker,Air,"['Disruption: Natural Disaster [score: 10.0]', 'Port congestion [score: 10.0]', 'High route risk [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100170,CRITICAL,1.0,2024-06-07,0,Shanghai,Chicago,FedEx,Air,"['Weather severity (Storm) [score: 8.3]', 'Disruption: Equipment Failure [score: 6.2]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100171,CRITICAL,1.0,2024-01-09,0,Rotterdam,Chicago,DHL,Air,"['Port congestion [score: 6.0]', 'Weather severity (Fog) [score: 4.1]', 'High historical delay rate [score: 3.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100172,CRITICAL,1.0,2023-10-14,0,Hamburg,Singapore,Maersk,Sea,"['Weather severity (Snow) [score: 6.5]', 'High route risk [score: 3.8]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100173,CRITICAL,1.0,2023-07-14,0,Rotterdam,Chicago,Maersk,Rail,"['Weather severity (Storm) [score: 7.8]', 'Traffic congestion level (Rail) [score: 5.0]', 'Port congestion [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100174,CRITICAL,1.0,2023-06-18,0,Shanghai,Chicago,DHL,Air,"['Weather severity (Storm) [score: 8.2]', 'Port congestion [score: 8.0]', 'Disruption: Traffic Jam [score: 3.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100175,CRITICAL,1.0,2023-04-14,0,Los Angeles,New York,Maersk,Sea,"['Disruption: Natural Disaster [score: 10.0]', 'Weather severity (Blizzard) [score: 9.0]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100176,CRITICAL,1.0,2024-09-13,0,Rotterdam,New York,Maersk,Air,"['Port congestion [score: 8.0]', 'Weather severity (Snow) [score: 6.2]', 'High route risk [score: 3.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100177,CRITICAL,1.0,2024-12-07,0,Dubai,Sydney,DB Schenker,Rail,"['Disruption: Equipment Failure [score: 6.4]', 'Weather severity (Fog) [score: 4.0]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100178,CRITICAL,1.0,2023-12-31,0,Shanghai,Singapore,DHL,Rail,"['Port congestion [score: 10.0]', 'Disruption: Equipment Failure [score: 6.4]', 'Weather severity (Snow) [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100179,CRITICAL,1.0,2024-02-18,0,Mumbai,Chicago,UPS,Road,"['Weather severity (Storm) [score: 7.7]', 'Traffic congestion level (Road) [score: 7.0]', 'Disruption: Equipment Failure [score: 5.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100180,CRITICAL,0.9999,2023-08-04,0,Dubai,London,Maersk,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Disruption: Traffic Jam [score: 4.4]', 'Weather severity (Rain) [score: 2.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100181,CRITICAL,1.0,2024-11-04,0,Los Angeles,Tokyo,DB Schenker,Sea,"['Weather severity (Storm) [score: 7.5]', 'Traffic congestion level (Sea) [score: 4.0]', 'High historical delay rate [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100182,CRITICAL,1.0,2023-09-24,0,Dubai,Sydney,UPS,Road,"['Disruption: Natural Disaster [score: 9.5]', 'Traffic congestion level (Road) [score: 6.0]', 'High route risk [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
