shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours
SHP101338,Dubai,New York,DHL,Road,2023-10-03,2023-10-13,10,11,Delayed,1847.96,3,0,Fog,3.61,9,7,None,0.0,0.891,0.026,0.3,0.7057,1,23.7
SHP101339,Dubai,Singapore,DHL,Air,2023-08-16,2023-08-21,5,0,Out for Delivery,2646.83,5,0,Storm,8.13,4,7,Equipment Failure,6.47,0.876,0.388,0.15,1.0,1,29.7
SHP101340,Hamburg,Chicago,DB Schenker,Sea,2024-09-09,2024-10-11,32,5,At Port,3897.0,3,0,Clear,0.0,5,6,Port Strike,9.32,0.869,0.18,0.37,0.9297,1,16.3
SHP101341,Shanghai,Sydney,Maersk,Rail,2024-02-17,2024-03-02,14,13,At Port,4452.94,1,0,Storm,8.33,5,10,None,0.06,0.81,0.156,0.19,0.891,1,23.9
SHP101342,Los Angeles,London,UPS,Sea,2023-06-06,2023-07-04,28,15,Delayed,36.61,3,0,Storm,7.71,6,10,Port Strike,9.1,0.928,0.254,0.18,0.9802,1,34.1
SHP101343,Dubai,Tokyo,Maersk,Road,2023-07-23,2023-07-26,3,7,Delayed,1901.16,2,1,Blizzard,9.24,6,8,Traffic Jam,3.65,0.851,0.327,0.11,1.0,1,25.9
SHP101344,Dubai,London,UPS,Rail,2023-06-24,2023-07-05,11,6,Delayed,2743.8,3,1,Rain,2.17,2,1,Port Strike,9.08,0.904,0.033,0.38,0.8335,1,34.7
SHP101345,Dubai,New York,XPO Logistics,Rail,2024-02-28,2024-03-14,15,18,Customs Hold,3974.9,4,0,Blizzard,8.97,4,8,Port Strike,9.13,0.821,0.126,0.31,1.0,1,60.0
SHP101346,Mumbai,New York,Maersk,Road,2023-04-21,2023-04-29,8,13,Out for Delivery,2202.68,5,0,Snow,5.94,8,4,Equipment Failure,5.99,0.85,0.101,0.19,1.0,1,73.0
SHP101347,Dubai,Tokyo,DHL,Air,2023-12-20,2023-12-22,2,4,Out for Delivery,3031.35,1,1,Storm,8.09,2,6,Natural Disaster,9.77,0.889,0.33,0.44,1.0,1,51.7
SHP101348,Rotterdam,London,DB Schenker,Air,2023-03-01,2023-03-04,3,6,Delayed,1256.05,3,1,Rain,2.45,2,4,Traffic Jam,3.72,0.863,0.314,0.19,0.9809,1,58.4
SHP101349,Hamburg,New York,DHL,Air,2023-08-29,2023-09-03,5,8,Out for Delivery,2384.96,2,0,Storm,7.81,3,1,None,0.0,0.907,0.134,0.23,0.8012,1,36.6
SHP101350,Mumbai,Sydney,XPO Logistics,Air,2023-07-10,2023-07-13,3,3,In Transit,3192.55,1,0,Storm,7.91,3,9,None,0.05,0.825,0.175,0.3,0.8413,1,8.3
SHP101351,Los Angeles,New York,UPS,Sea,2023-05-15,2023-06-14,30,14,Customs Hold,58.3,5,0,Rain,1.5,3,4,Traffic Jam,3.84,0.893,0.345,0.16,0.7117,1,8.7
SHP101352,Los Angeles,Tokyo,Maersk,Air,2024-07-26,2024-07-28,2,1,At Port,1113.44,5,1,Clear,0.28,3,2,Traffic Jam,3.86,0.857,0.066,0.25,0.6739,1,36.3
SHP101353,Shanghai,Chicago,Maersk,Rail,2024-07-03,2024-07-13,10,5,In Transit,419.1,4,0,Storm,8.35,4,10,None,0.42,0.85,0.287,0.11,0.6935,1,17.1
SHP101354,Hamburg,New York,DHL,Road,2023-05-19,2023-05-22,3,3,At Port,1274.81,4,0,Heavy Rain,5.44,9,3,Port Strike,9.02,0.86,0.153,0.27,1.0,1,41.0
SHP101355,Shanghai,New York,XPO Logistics,Sea,2023-02-03,2023-02-22,19,2,Delayed,409.8,5,0,Blizzard,8.59,3,2,Port Strike,8.93,0.809,0.336,0.35,1.0,1,66.1
SHP101356,Hamburg,Singapore,XPO Logistics,Sea,2023-08-15,2023-09-03,19,11,At Port,3000.36,3,0,Blizzard,9.27,4,5,Equipment Failure,6.29,0.801,0.104,0.12,0.9097,1,74.7
SHP101357,Rotterdam,Singapore,Maersk,Air,2024-07-14,2024-07-16,2,5,At Port,4707.15,1,0,Blizzard,9.25,2,5,Natural Disaster,9.51,0.854,0.067,0.38,1.0,1,28.8
SHP101358,Dubai,Sydney,FedEx,Air,2023-09-20,2023-09-22,2,6,At Port,174.14,5,0,Storm,8.07,3,6,None,0.0,0.906,0.244,0.11,0.8967,1,61.3
SHP101359,Mumbai,Tokyo,UPS,Rail,2023-08-14,2023-08-25,11,4,Delayed,896.12,4,0,Fog,3.81,2,8,Equipment Failure,5.86,0.898,0.373,0.2,0.8217,1,54.8
SHP101360,Dubai,Chicago,UPS,Rail,2024-09-11,2024-09-18,7,1,Delayed,4450.74,4,0,Blizzard,8.79,3,5,Natural Disaster,10.13,0.88,0.067,0.28,1.0,1,58.4
SHP101361,Shanghai,London,XPO Logistics,Rail,2024-02-02,2024-02-15,13,4,Customs Hold,2972.68,5,1,Fog,3.94,3,7,Natural Disaster,10.02,0.833,0.123,0.21,0.8625,1,42.7
SHP101362,Shanghai,New York,Maersk,Road,2024-05-17,2024-05-22,5,5,Delayed,1701.34,2,0,Rain,1.63,6,3,Natural Disaster,9.65,0.86,0.076,0.35,0.9823,1,79.1
SHP101363,Mumbai,New York,FedEx,Road,2023-11-13,2023-11-23,10,3,At Port,996.49,3,0,Blizzard,8.84,7,4,Equipment Failure,5.86,0.895,0.298,0.1,0.9992,1,22.9
SHP101364,Shanghai,Chicago,UPS,Road,2024-09-19,2024-09-24,5,2,Delayed,3627.82,2,0,Clear,0.0,6,5,Traffic Jam,4.42,0.932,0.24,0.41,0.8829,1,77.5
SHP101365,Dubai,New York,UPS,Air,2024-06-08,2024-06-11,3,7,At Port,736.79,5,0,Blizzard,9.19,3,7,Natural Disaster,9.65,0.889,0.373,0.12,1.0,1,25.5
SHP101366,Rotterdam,Chicago,XPO Logistics,Air,2023-02-13,2023-02-18,5,6,At Port,4862.03,4,0,Clear,0.27,4,8,None,0.18,0.818,0.157,0.2,0.7215,1,60.6
SHP101367,Mumbai,London,XPO Logistics,Road,2023-05-28,2023-06-02,5,4,At Port,3786.26,5,0,Fog,4.14,7,9,Equipment Failure,5.57,0.826,0.197,0.21,0.9991,1,35.8
SHP101368,Hamburg,Tokyo,UPS,Road,2023-07-11,2023-07-14,3,7,Customs Hold,3533.99,3,1,Fog,4.42,6,5,Equipment Failure,6.04,0.893,0.389,0.29,1.0,1,13.1
SHP101369,Dubai,London,FedEx,Rail,2024-12-01,2024-12-11,10,3,Out for Delivery,1284.99,1,0,Rain,1.64,3,5,None,0.15,0.897,0.203,0.13,0.5327,1,13.7
SHP101370,Dubai,New York,FedEx,Rail,2023-12-31,2024-01-12,12,14,In Transit,4093.53,2,0,Heavy Rain,4.71,5,4,Traffic Jam,3.62,0.902,0.343,0.13,0.9489,1,72.8
SHP101371,Mumbai,London,DB Schenker,Rail,2023-04-05,2023-04-16,11,7,At Port,2533.19,5,1,Storm,8.0,4,9,None,0.22,0.863,0.258,0.38,1.0,1,52.1
SHP101372,Shanghai,Singapore,DHL,Air,2023-06-07,2023-06-12,5,6,Out for Delivery,801.31,1,0,Fog,3.63,3,4,Equipment Failure,5.55,0.904,0.37,0.3,0.9994,1,26.6
SHP101373,Rotterdam,Tokyo,UPS,Air,2024-04-06,2024-04-09,3,3,Delayed,2013.75,2,1,Clear,0.0,4,1,Traffic Jam,4.0,0.917,0.022,0.35,0.6361,1,53.0
SHP101374,Los Angeles,Sydney,FedEx,Air,2023-06-15,2023-06-18,3,2,Delayed,668.75,4,0,Storm,7.71,4,5,Port Strike,9.04,0.947,0.203,0.4,1.0,1,69.7
SHP101375,Hamburg,Chicago,DHL,Sea,2024-10-21,2024-11-13,23,12,In Transit,4992.41,2,0,Heavy Rain,5.39,5,5,Traffic Jam,3.59,0.879,0.097,0.45,0.9169,1,53.2
SHP101376,Rotterdam,New York,FedEx,Road,2023-06-07,2023-06-11,4,6,Delayed,1262.48,4,0,Heavy Rain,5.18,9,4,None,0.0,0.92,0.232,0.36,0.9378,1,12.6
SHP101377,Mumbai,Singapore,UPS,Road,2024-10-02,2024-10-07,5,9,Out for Delivery,2881.21,3,0,Snow,5.7,6,7,Equipment Failure,6.35,0.911,0.094,0.17,0.9717,1,48.6
SHP101378,Mumbai,Sydney,DB Schenker,Rail,2024-08-04,2024-08-12,8,3,Delayed,4799.69,1,0,Storm,7.99,2,9,Traffic Jam,3.72,0.879,0.329,0.3,0.9343,1,20.7
SHP101379,Mumbai,London,DHL,Sea,2024-11-26,2024-12-26,30,1,At Port,3747.04,2,1,Fog,3.72,3,5,None,0.03,0.898,0.02,0.22,0.4708,0,0.0
SHP101380,Los Angeles,Sydney,DB Schenker,Sea,2024-09-10,2024-09-30,20,12,In Transit,4778.62,5,0,Heavy Rain,5.28,5,10,Equipment Failure,6.2,0.908,0.027,0.39,0.9577,1,90.3
SHP101381,Mumbai,London,DB Schenker,Air,2024-08-09,2024-08-14,5,7,Delayed,1528.11,4,0,Storm,8.18,1,3,Equipment Failure,5.68,0.872,0.094,0.12,0.8395,1,9.4
SHP101382,Rotterdam,Sydney,DB Schenker,Rail,2024-09-27,2024-10-09,12,14,Customs Hold,4167.77,1,1,Heavy Rain,5.38,5,10,Traffic Jam,3.62,0.861,0.148,0.1,0.7723,1,51.6
SHP101383,Hamburg,Singapore,DHL,Rail,2024-03-10,2024-03-18,8,0,In Transit,1467.07,5,0,Blizzard,9.17,5,8,Equipment Failure,5.85,0.912,0.164,0.17,0.8117,1,74.2
SHP101384,Hamburg,Sydney,UPS,Road,2024-01-27,2024-02-06,10,15,Delayed,2222.53,5,1,Clear,0.27,8,6,Port Strike,9.31,0.887,0.323,0.31,1.0,1,40.7
SHP101385,Los Angeles,Chicago,XPO Logistics,Road,2023-12-24,2023-12-31,7,4,Delayed,3002.78,2,0,Snow,6.22,7,8,None,0.27,0.849,0.112,0.19,0.7169,1,40.4
SHP101386,Los Angeles,Singapore,XPO Logistics,Rail,2023-09-22,2023-10-06,14,11,Out for Delivery,1859.68,5,1,Rain,1.53,5,4,Equipment Failure,5.87,0.823,0.222,0.28,1.0,1,58.2
SHP101387,Hamburg,Singapore,DB Schenker,Air,2024-01-24,2024-01-28,4,0,Customs Hold,4054.08,2,0,Storm,7.56,3,4,Equipment Failure,5.5,0.848,0.354,0.13,0.9088,1,74.0
SHP101388,Los Angeles,New York,FedEx,Sea,2023-08-24,2023-09-24,31,18,Delayed,3727.96,4,0,Heavy Rain,5.15,5,7,Equipment Failure,6.5,0.94,0.382,0.34,1.0,1,25.7
SHP101389,Hamburg,Sydney,DHL,Rail,2024-08-31,2024-09-08,8,0,Out for Delivery,575.37,3,0,Clear,0.13,5,10,Traffic Jam,4.3,0.893,0.062,0.12,0.4795,0,0.0
SHP101390,Rotterdam,Tokyo,DB Schenker,Rail,2023-07-27,2023-08-09,13,2,Delayed,115.12,3,0,Fog,3.82,4,4,Natural Disaster,10.45,0.869,0.221,0.19,0.953,1,63.1
SHP101391,Dubai,Singapore,DHL,Rail,2023-01-30,2023-02-11,12,13,In Transit,4313.55,1,0,Rain,1.59,2,7,Natural Disaster,10.1,0.89,0.111,0.15,0.7754,1,13.5
SHP101392,Mumbai,Sydney,UPS,Road,2024-06-17,2024-06-23,6,7,At Port,595.97,3,0,Snow,5.51,6,7,Equipment Failure,5.57,0.89,0.037,0.3,0.9495,1,75.7
SHP101393,Los Angeles,New York,Maersk,Air,2024-07-04,2024-07-08,4,3,Delayed,4339.95,1,0,Fog,4.02,3,5,Port Strike,8.93,0.855,0.349,0.26,1.0,1,61.8
SHP101394,Mumbai,London,DB Schenker,Air,2023-05-01,2023-05-06,5,4,At Port,4443.84,3,0,Clear,0.0,3,5,Port Strike,9.0,0.871,0.121,0.36,1.0,1,95.7
SHP101395,Rotterdam,London,FedEx,Sea,2024-04-17,2024-05-18,31,9,Customs Hold,4737.93,5,1,Snow,5.55,5,3,None,0.33,0.895,0.267,0.16,0.7172,1,28.9
SHP101396,Hamburg,New York,DB Schenker,Sea,2023-12-28,2024-01-15,18,14,Customs Hold,4621.99,2,0,Heavy Rain,5.3,5,8,Natural Disaster,10.34,0.848,0.326,0.38,1.0,1,16.6
SHP101397,Dubai,Chicago,UPS,Sea,2023-01-05,2023-02-01,27,5,In Transit,4372.49,5,0,Fog,4.2,6,5,Traffic Jam,3.63,0.897,0.365,0.43,0.9895,1,56.4
SHP101398,Shanghai,Tokyo,UPS,Road,2024-01-03,2024-01-13,10,4,Delayed,784.49,5,0,Rain,2.14,8,2,Equipment Failure,6.33,0.906,0.162,0.18,0.8477,1,70.7
SHP101399,Hamburg,Chicago,DHL,Rail,2024-08-23,2024-09-01,9,13,Out for Delivery,620.11,5,1,Blizzard,9.19,2,1,Port Strike,8.84,0.871,0.036,0.22,1.0,1,71.5
SHP101400,Rotterdam,Tokyo,UPS,Road,2023-04-16,2023-04-23,7,8,At Port,2036.41,3,0,Storm,8.38,8,5,Natural Disaster,10.01,0.904,0.072,0.36,1.0,1,9.7
SHP101401,Los Angeles,New York,Maersk,Rail,2023-12-27,2024-01-11,15,16,At Port,3838.31,4,1,Heavy Rain,5.26,3,5,Traffic Jam,3.95,0.856,0.315,0.33,1.0,1,62.5
SHP101402,Mumbai,Tokyo,UPS,Sea,2023-05-10,2023-06-13,34,18,Out for Delivery,4463.59,3,0,Heavy Rain,4.75,6,5,None,0.0,0.907,0.044,0.32,0.6128,1,33.9
SHP101403,Los Angeles,Chicago,XPO Logistics,Rail,2024-03-22,2024-04-03,12,13,Delayed,2154.91,4,0,Heavy Rain,4.65,4,3,None,0.0,0.817,0.031,0.31,0.7518,1,46.7
SHP101404,Shanghai,Sydney,UPS,Air,2024-05-17,2024-05-20,3,3,Customs Hold,1695.25,1,0,Blizzard,9.32,1,1,Port Strike,8.7,0.926,0.059,0.34,0.9031,1,32.8
SHP101405,Hamburg,Tokyo,UPS,Road,2024-03-21,2024-03-30,9,10,At Port,2802.67,1,0,Heavy Rain,5.47,9,9,Traffic Jam,4.36,0.914,0.178,0.34,1.0,1,74.3
SHP101406,Los Angeles,Singapore,DB Schenker,Air,2023-02-22,2023-02-26,4,1,In Transit,1157.95,5,1,Fog,3.97,3,8,Natural Disaster,9.59,0.858,0.293,0.37,1.0,1,56.0
SHP101407,Shanghai,Chicago,XPO Logistics,Sea,2023-02-06,2023-02-24,18,11,In Transit,2029.78,2,0,Snow,5.7,3,1,Natural Disaster,9.87,0.807,0.098,0.13,0.9833,1,8.8
SHP101408,Dubai,London,XPO Logistics,Sea,2023-09-06,2023-09-25,19,21,Customs Hold,2661.71,5,0,Fog,4.06,6,2,Natural Disaster,10.44,0.823,0.398,0.28,1.0,1,53.5
SHP101409,Los Angeles,Sydney,DB Schenker,Air,2024-03-18,2024-03-23,5,0,Delayed,1390.83,4,1,Blizzard,9.2,2,5,Natural Disaster,10.24,0.854,0.174,0.2,0.9872,1,33.2
SHP101410,Shanghai,Tokyo,Maersk,Sea,2024-09-05,2024-10-06,31,20,Customs Hold,1941.16,3,1,Blizzard,9.05,6,3,Natural Disaster,9.8,0.82,0.252,0.39,1.0,1,65.7
SHP101411,Los Angeles,Tokyo,Maersk,Sea,2023-09-13,2023-10-11,28,25,At Port,4234.53,1,1,Fog,4.12,3,10,Traffic Jam,4.13,0.846,0.321,0.25,0.966,1,29.1
SHP101412,Rotterdam,Sydney,Maersk,Rail,2024-11-08,2024-11-18,10,4,At Port,266.64,3,1,Clear,0.0,2,9,None,0.0,0.847,0.205,0.18,0.5816,1,38.8
SHP101413,Shanghai,London,DB Schenker,Rail,2023-12-01,2023-12-08,7,4,Delayed,2512.33,4,0,Heavy Rain,4.89,4,6,Equipment Failure,5.95,0.874,0.172,0.34,0.9177,1,10.0
SHP101414,Los Angeles,Tokyo,FedEx,Sea,2024-10-29,2024-11-24,26,13,Delayed,4414.11,2,0,Snow,5.67,3,6,Natural Disaster,9.61,0.964,0.386,0.25,0.9779,1,21.5
SHP101415,Shanghai,Tokyo,DHL,Air,2023-09-14,2023-09-19,5,0,At Port,3136.93,3,0,Storm,8.07,3,7,Natural Disaster,10.16,0.89,0.326,0.33,1.0,1,26.1
SHP101416,Rotterdam,Tokyo,FedEx,Air,2023-07-10,2023-07-15,5,2,Out for Delivery,2011.36,1,0,Rain,2.19,1,2,Port Strike,8.63,0.938,0.098,0.37,0.7382,1,53.4
SHP101417,Mumbai,New York,FedEx,Road,2023-03-25,2023-04-04,10,13,Customs Hold,478.86,4,0,Rain,1.83,7,10,Equipment Failure,6.2,0.903,0.154,0.27,0.9554,1,74.7
SHP101418,Hamburg,Tokyo,DB Schenker,Sea,2024-10-04,2024-11-06,33,14,In Transit,2279.14,5,0,Heavy Rain,5.1,4,9,None,0.48,0.878,0.061,0.41,0.7784,1,61.0
SHP101419,Hamburg,Sydney,FedEx,Road,2023-02-14,2023-02-18,4,7,Delayed,2008.83,2,1,Rain,1.68,9,4,Port Strike,8.9,0.913,0.036,0.24,1.0,1,93.1
SHP101420,Los Angeles,Chicago,FedEx,Rail,2023-11-30,2023-12-13,13,14,Customs Hold,564.12,3,0,Heavy Rain,5.17,5,8,Natural Disaster,9.97,0.959,0.042,0.32,0.9154,1,78.8
SHP101421,Los Angeles,Singapore,XPO Logistics,Rail,2024-03-12,2024-03-20,8,12,At Port,4859.21,2,0,Storm,8.2,2,4,None,0.0,0.841,0.281,0.4,1.0,1,77.9
SHP101422,Hamburg,Chicago,DHL,Sea,2023-10-07,2023-11-04,28,21,In Transit,739.95,1,0,Snow,5.94,5,4,Traffic Jam,4.36,0.883,0.288,0.17,0.8971,1,37.3
SHP101423,Los Angeles,Sydney,XPO Logistics,Road,2024-08-10,2024-08-13,3,1,Out for Delivery,1107.18,5,0,Snow,5.56,8,1,None,0.0,0.848,0.14,0.29,0.7851,1,32.4
SHP101424,Los Angeles,Singapore,DHL,Sea,2023-01-07,2023-02-09,33,12,Delayed,165.51,4,0,Rain,1.5,5,8,Port Strike,9.27,0.851,0.12,0.14,0.8136,1,11.9
SHP101425,Mumbai,New York,XPO Logistics,Road,2023-07-08,2023-07-14,6,10,Delayed,184.53,3,0,Clear,0.0,8,8,None,0.0,0.844,0.164,0.23,0.7364,1,37.1
SHP101426,Dubai,London,XPO Logistics,Sea,2023-02-28,2023-03-29,29,12,In Transit,3010.99,5,0,Blizzard,8.99,4,1,None,0.0,0.83,0.265,0.45,1.0,1,71.0
SHP101427,Shanghai,Sydney,UPS,Road,2023-12-09,2023-12-19,10,15,Out for Delivery,4403.74,5,0,Blizzard,9.37,6,8,Port Strike,8.89,0.947,0.35,0.3,1.0,1,44.3
SHP101428,Dubai,Singapore,DHL,Rail,2024-02-25,2024-03-04,8,1,In Transit,4192.27,4,0,Fog,4.37,2,4,Port Strike,9.11,0.868,0.377,0.15,0.9035,1,53.4
SHP101429,Rotterdam,New York,DB Schenker,Air,2023-07-21,2023-07-24,3,8,Delayed,1388.01,1,1,Clear,0.3,4,1,None,0.0,0.915,0.208,0.26,0.8029,1,14.5
SHP101430,Mumbai,Chicago,DHL,Air,2024-03-13,2024-03-18,5,7,In Transit,746.91,2,0,Fog,4.46,3,10,Traffic Jam,4.3,0.863,0.281,0.24,0.9746,1,81.7
SHP101431,Shanghai,London,UPS,Rail,2024-11-09,2024-11-21,12,1,Customs Hold,1815.85,2,0,Blizzard,8.92,4,8,Equipment Failure,6.22,0.928,0.178,0.41,1.0,1,55.6
SHP101432,Dubai,New York,Maersk,Rail,2023-10-16,2023-10-28,12,10,Out for Delivery,1753.66,2,0,Fog,4.04,4,2,Natural Disaster,10.08,0.84,0.198,0.24,1.0,1,81.8
SHP101433,Rotterdam,London,FedEx,Rail,2023-05-07,2023-05-15,8,9,Out for Delivery,3823.4,2,1,Storm,8.09,3,2,Equipment Failure,5.74,0.938,0.034,0.17,0.7884,1,44.2
SHP101434,Shanghai,Tokyo,XPO Logistics,Rail,2024-05-03,2024-05-15,12,10,At Port,569.13,1,0,Rain,1.55,4,9,Equipment Failure,6.46,0.843,0.116,0.37,0.992,1,42.0
SHP101435,Dubai,Chicago,DHL,Road,2023-08-25,2023-08-30,5,1,Out for Delivery,4182.57,3,0,Clear,0.0,6,8,Natural Disaster,10.07,0.869,0.125,0.38,0.9744,1,33.6
SHP101436,Mumbai,Singapore,XPO Logistics,Rail,2023-03-22,2023-03-30,8,2,Delayed,2475.02,3,0,Blizzard,9.14,3,2,Equipment Failure,6.0,0.823,0.284,0.22,1.0,1,83.1
SHP101437,Hamburg,Sydney,DHL,Air,2023-02-05,2023-02-08,3,5,At Port,4033.03,1,0,Heavy Rain,5.11,2,8,Equipment Failure,5.6,0.903,0.224,0.17,0.8767,1,30.9
SHP101438,Mumbai,Chicago,UPS,Sea,2023-09-30,2023-10-19,19,9,At Port,574.1,2,0,Snow,6.25,6,10,Traffic Jam,3.69,0.924,0.126,0.19,0.7824,1,12.2
SHP101439,Rotterdam,New York,DB Schenker,Rail,2023-08-08,2023-08-22,14,10,At Port,2290.55,3,1,Fog,4.0,2,4,None,0.0,0.874,0.21,0.14,0.6338,1,6.8
SHP101440,Shanghai,Sydney,UPS,Sea,2023-12-09,2024-01-05,27,0,Delayed,3318.22,2,0,Rain,2.33,5,3,Traffic Jam,4.29,0.953,0.257,0.35,0.7154,1,4.5
SHP101441,Shanghai,Sydney,DHL,Road,2024-01-28,2024-02-04,7,10,Customs Hold,2890.66,4,0,Heavy Rain,4.92,7,1,Natural Disaster,10.03,0.918,0.394,0.42,1.0,1,15.8
SHP101442,Hamburg,Tokyo,DHL,Air,2023-07-01,2023-07-03,2,1,Out for Delivery,3659.79,5,0,Snow,5.88,1,2,None,0.0,0.87,0.116,0.42,0.7817,1,23.7
SHP101443,Hamburg,London,XPO Logistics,Sea,2023-01-13,2023-02-16,34,21,Delayed,852.59,5,0,Storm,8.38,3,8,Traffic Jam,4.11,0.856,0.273,0.1,0.8282,1,57.4
SHP101444,Hamburg,Singapore,UPS,Sea,2023-04-29,2023-05-26,27,32,Customs Hold,2905.61,5,0,Clear,0.0,3,7,Equipment Failure,6.01,0.917,0.157,0.18,0.6972,1,22.0
SHP101445,Hamburg,Sydney,UPS,Sea,2023-02-01,2023-03-05,32,9,In Transit,2016.53,4,0,Clear,0.15,5,9,Port Strike,9.48,0.951,0.215,0.25,0.8126,1,44.6
SHP101446,Dubai,Chicago,DHL,Rail,2023-05-08,2023-05-20,12,3,Customs Hold,2798.95,1,0,Blizzard,8.77,2,3,Equipment Failure,6.47,0.905,0.093,0.45,0.9772,1,84.4
SHP101447,Shanghai,London,FedEx,Road,2024-01-03,2024-01-08,5,4,Customs Hold,871.19,4,1,Rain,2.22,6,5,None,0.0,0.926,0.296,0.35,0.8296,1,40.6
SHP101448,Shanghai,Singapore,DHL,Sea,2023-09-10,2023-10-03,23,13,In Transit,3756.6,5,1,Rain,1.95,6,4,Traffic Jam,4.27,0.885,0.255,0.11,0.7279,1,46.3
SHP101449,Mumbai,Singapore,Maersk,Rail,2024-05-26,2024-06-02,7,7,Out for Delivery,93.84,1,1,Clear,0.0,2,6,Equipment Failure,6.33,0.843,0.286,0.11,0.7449,1,69.3
SHP101450,Hamburg,Tokyo,Maersk,Sea,2024-03-18,2024-04-14,27,13,Out for Delivery,4024.79,1,0,Heavy Rain,5.34,4,9,Port Strike,8.82,0.831,0.09,0.3,0.9798,1,76.0
SHP101451,Rotterdam,Chicago,DHL,Rail,2024-04-15,2024-04-29,14,1,Customs Hold,2894.28,3,0,Snow,5.73,5,10,Port Strike,8.73,0.886,0.218,0.2,0.9798,1,78.2
SHP101452,Dubai,Sydney,XPO Logistics,Sea,2023-11-23,2023-12-20,27,22,In Transit,2831.93,3,1,Snow,6.35,3,9,Port Strike,8.87,0.852,0.295,0.27,1.0,1,23.8
SHP101453,Los Angeles,Sydney,Maersk,Rail,2023-09-01,2023-09-09,8,9,Delayed,1683.57,3,0,Rain,1.78,4,10,None,0.0,0.853,0.362,0.2,0.7603,1,60.5
SHP101454,Hamburg,Singapore,FedEx,Road,2023-10-29,2023-11-04,6,1,At Port,1147.28,4,0,Clear,0.42,6,4,Traffic Jam,4.0,0.947,0.15,0.31,0.6309,1,45.5
SHP101455,Shanghai,Tokyo,XPO Logistics,Air,2023-09-01,2023-09-06,5,4,Out for Delivery,1082.79,2,0,Clear,0.0,4,4,Natural Disaster,10.46,0.857,0.397,0.4,1.0,1,18.6
SHP101456,Shanghai,Sydney,FedEx,Sea,2024-11-21,2024-12-19,28,4,Out for Delivery,438.85,1,0,Blizzard,8.82,6,4,Traffic Jam,4.36,0.938,0.359,0.19,0.894,1,24.6
SHP101457,Shanghai,New York,DB Schenker,Rail,2024-03-18,2024-03-25,7,3,Customs Hold,3387.71,1,0,Rain,2.01,2,6,None,0.0,0.88,0.228,0.35,0.6485,1,11.4
SHP101458,Rotterdam,London,UPS,Air,2023-03-31,2023-04-05,5,4,Out for Delivery,1408.1,1,1,Clear,0.13,4,3,Equipment Failure,6.14,0.917,0.26,0.29,0.8203,1,68.6
SHP101459,Shanghai,London,XPO Logistics,Sea,2024-10-21,2024-11-23,33,13,In Transit,328.65,1,0,Heavy Rain,4.54,5,7,Port Strike,8.54,0.826,0.028,0.12,0.8334,1,13.3
SHP101460,Shanghai,London,UPS,Road,2024-08-07,2024-08-10,3,2,Out for Delivery,2445.86,1,0,Snow,5.73,8,3,Natural Disaster,10.36,0.906,0.283,0.25,1.0,1,70.0
SHP101461,Rotterdam,Chicago,DB Schenker,Rail,2024-05-17,2024-05-29,12,2,At Port,3073.81,2,0,Blizzard,9.16,3,10,Natural Disaster,10.11,0.875,0.052,0.2,0.9748,1,9.5
SHP101462,Rotterdam,Sydney,DHL,Air,2024-08-24,2024-08-28,4,6,Out for Delivery,2493.41,1,1,Heavy Rain,4.58,4,9,None,0.0,0.923,0.063,0.39,0.7555,1,57.5
SHP101463,Dubai,Singapore,FedEx,Sea,2023-11-23,2023-12-17,24,20,In Transit,2917.85,2,1,Heavy Rain,5.22,3,4,Natural Disaster,9.78,0.907,0.136,0.15,0.9133,1,12.2
SHP101464,Rotterdam,Tokyo,UPS,Air,2023-11-18,2023-11-23,5,0,Delayed,1795.53,3,0,Rain,1.57,3,1,Equipment Failure,6.06,0.906,0.126,0.17,0.4906,0,0.0
SHP101465,Dubai,Tokyo,DHL,Road,2024-04-05,2024-04-15,10,5,Out for Delivery,4627.87,1,0,Heavy Rain,4.64,6,3,None,0.0,0.864,0.035,0.37,0.699,1,52.6
SHP101466,Rotterdam,Tokyo,Maersk,Air,2023-10-30,2023-11-04,5,10,In Transit,2137.9,5,1,Blizzard,9.39,3,5,Port Strike,9.39,0.819,0.382,0.13,1.0,1,13.4
SHP101467,Mumbai,Tokyo,UPS,Sea,2023-11-04,2023-11-23,19,13,Delayed,1631.84,2,0,Rain,1.52,3,4,Traffic Jam,3.97,0.9,0.025,0.28,0.6403,1,43.8
SHP101468,Dubai,Tokyo,DHL,Air,2023-11-12,2023-11-17,5,9,Delayed,2211.83,4,0,Rain,2.25,1,2,Port Strike,9.46,0.901,0.215,0.19,0.865,1,25.5
SHP101469,Rotterdam,London,UPS,Rail,2023-05-05,2023-05-13,8,8,In Transit,484.94,3,0,Heavy Rain,4.75,3,7,Equipment Failure,5.76,0.861,0.156,0.13,0.8539,1,17.9
SHP101470,Los Angeles,Chicago,FedEx,Rail,2023-10-05,2023-10-15,10,4,In Transit,1900.02,2,0,Clear,0.18,4,6,Port Strike,9.31,0.908,0.388,0.11,0.8475,1,12.1
