shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours
SHP100132,Dubai,Sydney,DB Schenker,Sea,2024-02-17,2024-03-10,22,16,In Transit,1683.35,4,0,Rain,2.27,6,1,Port Strike,8.8,0.851,0.119,0.25,0.9161,1,21.0
SHP100133,Mumbai,Sydney,UPS,Sea,2024-05-14,2024-06-03,20,25,Customs Hold,1760.79,2,1,Fog,4.1,5,9,Natural Disaster,9.68,0.895,0.358,0.3,1.0,1,93.3
SHP100134,Dubai,Tokyo,FedEx,Rail,2023-03-29,2023-04-10,12,16,Delayed,3335.53,2,0,Rain,1.69,5,9,Natural Disaster,9.58,0.932,0.37,0.44,1.0,1,80.0
SHP100135,Shanghai,Chicago,Maersk,Road,2023-03-25,2023-03-30,5,6,Customs Hold,544.17,4,0,Rain,2.27,9,5,None,0.1,0.891,0.121,0.21,0.729,1,31.8
SHP100136,Hamburg,Tokyo,DHL,Road,2023-01-23,2023-02-01,9,8,Out for Delivery,2674.47,3,0,Clear,0.0,8,10,Port Strike,9.17,0.887,0.048,0.41,0.9045,1,16.6
SHP100137,Rotterdam,Singapore,FedEx,Rail,2023-03-20,2023-04-03,14,19,Out for Delivery,2270.13,4,1,Snow,6.01,5,2,Traffic Jam,4.49,0.904,0.321,0.16,0.9132,1,66.3
SHP100138,Los Angeles,New York,XPO Logistics,Road,2023-11-04,2023-11-13,9,10,At Port,2967.99,5,0,Storm,8.07,6,3,Natural Disaster,10.21,0.849,0.175,0.23,1.0,1,36.8
SHP100139,Los Angeles,Chicago,XPO Logistics,Road,2024-02-03,2024-02-12,9,9,Delayed,1869.79,5,0,Snow,6.39,8,1,Traffic Jam,4.27,0.822,0.233,0.28,1.0,1,52.6
SHP100140,Hamburg,Singapore,Maersk,Air,2024-01-24,2024-01-26,2,5,In Transit,466.28,1,1,Clear,0.01,1,6,Port Strike,9.27,0.864,0.19,0.32,0.9973,1,92.7
SHP100141,Rotterdam,Chicago,XPO Logistics,Rail,2024-09-23,2024-09-30,7,2,Customs Hold,3400.85,2,1,Fog,4.07,2,2,None,0.0,0.872,0.2,0.2,0.6352,1,33.3
SHP100142,Rotterdam,London,DHL,Sea,2023-03-19,2023-04-21,33,31,In Transit,3296.86,2,0,Rain,1.81,3,2,None,0.29,0.886,0.248,0.19,0.688,1,57.8
SHP100143,Hamburg,Chicago,Maersk,Rail,2024-08-21,2024-08-31,10,6,At Port,4725.48,1,0,Snow,5.67,4,2,Equipment Failure,5.75,0.847,0.093,0.17,0.8326,1,75.5
SHP100144,Hamburg,London,Maersk,Sea,2024-06-17,2024-07-19,32,21,Out for Delivery,2664.93,1,0,Fog,4.03,3,9,Natural Disaster,9.58,0.882,0.024,0.1,0.6836,1,49.2
SHP100145,Dubai,Sydney,Maersk,Air,2023-01-04,2023-01-08,4,0,In Transit,373.32,2,0,Clear,0.42,2,2,Traffic Jam,4.01,0.867,0.082,0.25,0.5318,1,15.9
SHP100146,Dubai,Singapore,XPO Logistics,Sea,2024-10-30,2024-11-20,21,21,In Transit,1800.96,2,1,Snow,5.87,5,7,Traffic Jam,4.4,0.836,0.114,0.15,0.9294,1,43.6
SHP100147,Shanghai,Tokyo,DB Schenker,Sea,2023-08-27,2023-09-26,30,22,Delayed,4581.39,2,0,Storm,8.29,4,2,None,0.0,0.842,0.284,0.36,1.0,1,37.8
SHP100148,Los Angeles,New York,UPS,Rail,2024-04-05,2024-04-20,15,15,Delayed,2346.97,3,0,Heavy Rain,4.83,4,4,Port Strike,9.28,0.928,0.099,0.34,1.0,1,58.6
SHP100149,Shanghai,Sydney,DHL,Road,2023-08-07,2023-08-15,8,6,At Port,3377.41,2,0,Snow,6.22,9,2,None,0.41,0.897,0.321,0.13,0.7941,1,12.6
SHP100150,Dubai,New York,DB Schenker,Road,2023-07-19,2023-07-29,10,15,Out for Delivery,3019.56,4,0,Fog,3.7,9,10,Natural Disaster,9.8,0.877,0.155,0.32,1.0,1,83.0
SHP100151,Los Angeles,Tokyo,XPO Logistics,Road,2024-01-23,2024-02-02,10,8,At Port,2984.03,3,0,Heavy Rain,5.26,9,2,Port Strike,9.32,0.809,0.242,0.25,1.0,1,83.6
SHP100152,Hamburg,London,FedEx,Road,2023-12-12,2023-12-17,5,10,At Port,332.76,1,0,Fog,3.56,9,2,Equipment Failure,6.24,0.914,0.021,0.1,0.8529,1,12.5
SHP100153,Rotterdam,Singapore,DB Schenker,Air,2023-09-15,2023-09-20,5,6,At Port,4812.05,2,0,Blizzard,9.27,2,1,Equipment Failure,5.61,0.846,0.124,0.35,1.0,1,10.9
SHP100154,Dubai,Singapore,XPO Logistics,Air,2024-09-03,2024-09-06,3,1,Customs Hold,3011.6,5,1,Snow,5.5,2,8,None,0.05,0.832,0.107,0.15,0.576,1,41.8
SHP100155,Dubai,Tokyo,DB Schenker,Road,2023-10-04,2023-10-10,6,1,Delayed,4944.34,3,0,Rain,2.18,6,4,Port Strike,9.15,0.866,0.214,0.1,0.8001,1,37.9
SHP100156,Dubai,Sydney,UPS,Rail,2023-03-09,2023-03-24,15,5,Out for Delivery,1217.67,2,0,Snow,6.22,2,5,Natural Disaster,9.5,0.893,0.218,0.28,0.9134,1,66.2
SHP100157,Hamburg,Singapore,DHL,Sea,2024-01-01,2024-01-29,28,25,Delayed,1286.64,4,1,Storm,8.22,6,3,Port Strike,9.06,0.884,0.294,0.22,1.0,1,57.6
SHP100158,Los Angeles,London,UPS,Rail,2024-03-13,2024-03-24,11,10,At Port,1889.28,4,0,Heavy Rain,5.17,2,6,Port Strike,8.8,0.906,0.128,0.31,0.9429,1,8.3
SHP100159,Rotterdam,New York,XPO Logistics,Road,2024-04-22,2024-04-29,7,3,Delayed,1417.67,3,0,Rain,1.59,8,10,Equipment Failure,6.45,0.835,0.045,0.12,0.6947,1,56.4
SHP100160,Hamburg,London,XPO Logistics,Sea,2024-07-27,2024-08-14,18,18,At Port,4011.85,2,0,Storm,8.49,3,6,Traffic Jam,4.42,0.842,0.316,0.1,1.0,1,11.5
SHP100161,Rotterdam,London,FedEx,Sea,2023-02-05,2023-03-06,29,27,In Transit,4100.92,1,1,Blizzard,9.32,3,9,Traffic Jam,4.31,0.914,0.111,0.45,1.0,1,66.0
SHP100162,Mumbai,New York,DHL,Road,2024-08-04,2024-08-12,8,6,Delayed,2531.09,5,0,Rain,2.01,9,8,Natural Disaster,9.65,0.869,0.116,0.17,0.9495,1,42.8
SHP100163,Rotterdam,Sydney,Maersk,Sea,2023-07-11,2023-08-04,24,22,In Transit,4228.11,2,0,Snow,5.79,4,3,Equipment Failure,5.99,0.862,0.399,0.2,1.0,1,62.3
SHP100164,Dubai,Sydney,XPO Logistics,Road,2023-05-03,2023-05-10,7,3,Delayed,3429.34,3,0,Clear,0.0,7,8,Traffic Jam,3.97,0.849,0.104,0.32,0.7775,1,62.4
SHP100165,Los Angeles,Sydney,DHL,Air,2023-07-21,2023-07-24,3,3,Customs Hold,141.72,5,0,Snow,6.17,2,1,Natural Disaster,10.06,0.892,0.027,0.13,0.8492,1,29.2
SHP100166,Shanghai,Sydney,DB Schenker,Road,2024-05-09,2024-05-12,3,8,Customs Hold,2034.85,1,0,Blizzard,9.08,7,4,Port Strike,8.68,0.855,0.112,0.36,1.0,1,39.6
SHP100167,Hamburg,Singapore,FedEx,Rail,2024-09-14,2024-09-21,7,3,In Transit,2059.22,5,1,Blizzard,9.28,3,3,Traffic Jam,3.75,0.93,0.083,0.25,0.7746,1,65.3
SHP100168,Rotterdam,Singapore,UPS,Rail,2023-04-27,2023-05-06,9,7,Delayed,2405.14,2,0,Snow,5.51,3,4,Port Strike,8.89,0.894,0.057,0.16,0.9122,1,83.3
SHP100169,Los Angeles,London,DB Schenker,Air,2024-09-10,2024-09-13,3,8,Customs Hold,1801.5,5,0,Rain,1.74,3,10,Natural Disaster,10.04,0.884,0.249,0.36,1.0,1,17.0
SHP100170,Shanghai,Chicago,FedEx,Air,2024-06-03,2024-06-07,4,5,Delayed,4152.58,1,0,Storm,8.33,4,4,Equipment Failure,6.21,0.934,0.042,0.33,0.941,1,19.5
SHP100171,Rotterdam,Chicago,DHL,Air,2024-01-04,2024-01-09,5,8,Out for Delivery,2445.02,1,0,Fog,4.12,1,6,None,0.0,0.837,0.312,0.2,0.7901,1,71.9
SHP100172,Hamburg,Singapore,Maersk,Sea,2023-09-19,2023-10-14,25,8,In Transit,3868.24,3,0,Snow,6.48,3,1,Traffic Jam,3.75,0.83,0.318,0.38,1.0,1,84.7
SHP100173,Rotterdam,Chicago,Maersk,Rail,2023-07-06,2023-07-14,8,6,Delayed,956.34,1,0,Storm,7.81,5,3,None,0.35,0.861,0.278,0.2,0.8177,1,77.5
SHP100174,Shanghai,Chicago,DHL,Air,2023-06-15,2023-06-18,3,0,In Transit,3174.52,1,0,Storm,8.21,1,8,Traffic Jam,3.67,0.916,0.121,0.34,0.7862,1,55.8
SHP100175,Los Angeles,New York,Maersk,Sea,2023-03-24,2023-04-14,21,2,In Transit,1027.94,2,0,Blizzard,9.04,6,3,Natural Disaster,10.01,0.841,0.274,0.3,1.0,1,56.3
SHP100176,Rotterdam,New York,Maersk,Air,2024-09-11,2024-09-13,2,3,At Port,4978.0,5,0,Snow,6.18,2,8,None,0.0,0.868,0.088,0.35,0.8837,1,46.7
SHP100177,Dubai,Sydney,DB Schenker,Rail,2024-11-26,2024-12-07,11,14,Customs Hold,1415.6,5,0,Fog,4.0,4,3,Equipment Failure,6.42,0.847,0.217,0.19,0.9544,1,49.4
SHP100178,Shanghai,Singapore,DHL,Rail,2023-12-16,2023-12-31,15,11,Out for Delivery,104.37,2,0,Snow,5.89,5,10,Equipment Failure,6.36,0.892,0.059,0.12,0.7506,1,11.1
SHP100179,Mumbai,Chicago,UPS,Road,2024-02-09,2024-02-18,9,14,In Transit,4599.5,5,0,Storm,7.72,7,3,Equipment Failure,5.69,0.875,0.271,0.33,1.0,1,75.2
SHP100180,Dubai,London,Maersk,Road,2023-07-31,2023-08-04,4,1,In Transit,2220.08,4,0,Rain,2.1,7,1,Traffic Jam,4.37,0.835,0.037,0.17,0.6947,1,61.0
SHP100181,Los Angeles,Tokyo,DB Schenker,Sea,2024-10-03,2024-11-04,32,1,At Port,2904.64,2,0,Storm,7.55,4,3,None,0.0,0.892,0.392,0.25,0.8278,1,35.5
SHP100182,Dubai,Sydney,UPS,Road,2023-09-14,2023-09-24,10,7,At Port,2655.86,4,0,Rain,1.54,6,4,Natural Disaster,9.52,0.923,0.047,0.43,0.9385,1,29.3
SHP100183,Shanghai,Tokyo,UPS,Rail,2023-02-21,2023-03-03,10,9,Customs Hold,4202.87,2,1,Storm,8.36,2,8,Equipment Failure,6.34,0.944,0.363,0.33,1.0,1,57.1
SHP100184,Rotterdam,New York,Maersk,Rail,2023-08-05,2023-08-17,12,7,At Port,4521.65,2,0,Storm,8.38,4,10,Natural Disaster,9.86,0.854,0.056,0.21,0.9306,1,41.8
SHP100185,Shanghai,Singapore,Maersk,Rail,2023-08-23,2023-09-07,15,0,Customs Hold,1096.48,1,0,Rain,1.8,4,3,Natural Disaster,10.35,0.842,0.394,0.2,1.0,1,78.9
SHP100186,Rotterdam,New York,XPO Logistics,Rail,2023-10-14,2023-10-27,13,6,Delayed,1998.4,5,0,Fog,3.73,4,9,Port Strike,9.23,0.861,0.094,0.31,0.9262,1,15.1
SHP100187,Rotterdam,New York,XPO Logistics,Sea,2023-04-10,2023-05-15,35,36,At Port,185.12,5,0,Blizzard,8.55,6,5,None,0.0,0.828,0.288,0.34,1.0,1,70.5
SHP100188,Dubai,Singapore,Maersk,Air,2024-08-17,2024-08-20,3,4,Out for Delivery,2190.11,2,0,Blizzard,9.35,2,4,None,0.0,0.834,0.045,0.15,0.7032,1,48.8
SHP100189,Los Angeles,Chicago,Maersk,Air,2023-12-30,2024-01-04,5,3,At Port,85.87,3,0,Blizzard,8.69,3,10,Traffic Jam,3.76,0.831,0.142,0.28,0.9708,1,75.8
SHP100190,Los Angeles,New York,UPS,Sea,2023-01-18,2023-02-08,21,12,Delayed,3064.08,3,0,Clear,0.0,3,7,None,0.0,0.896,0.247,0.37,0.7064,1,19.9
SHP100191,Mumbai,Chicago,UPS,Road,2023-01-24,2023-02-02,9,0,Customs Hold,2067.81,5,0,Blizzard,8.77,6,5,Port Strike,8.88,0.926,0.304,0.45,1.0,1,41.1
SHP100192,Rotterdam,Sydney,XPO Logistics,Air,2023-01-30,2023-02-01,2,3,At Port,2722.67,3,0,Fog,3.54,2,7,None,0.17,0.829,0.107,0.16,0.7268,1,28.3
SHP100193,Dubai,London,DHL,Sea,2023-12-29,2024-01-20,22,7,Customs Hold,4775.92,2,0,Fog,4.4,3,4,None,0.0,0.874,0.24,0.31,0.7312,1,22.2
SHP100194,Rotterdam,London,DHL,Rail,2023-01-17,2023-01-31,14,3,Customs Hold,3393.58,3,0,Snow,6.17,4,2,None,0.0,0.885,0.317,0.13,0.6744,1,41.5
SHP100195,Dubai,London,FedEx,Air,2023-08-31,2023-09-02,2,6,In Transit,451.5,1,0,Blizzard,8.56,2,6,Equipment Failure,6.25,0.902,0.283,0.3,1.0,1,13.2
SHP100196,Hamburg,Chicago,Maersk,Air,2023-10-12,2023-10-16,4,0,In Transit,2812.5,4,1,Clear,0.0,1,1,Port Strike,9.26,0.804,0.3,0.16,0.8221,1,25.9
SHP100197,Rotterdam,Tokyo,XPO Logistics,Air,2023-06-03,2023-06-07,4,6,At Port,4632.77,3,1,Rain,1.97,3,1,Natural Disaster,9.81,0.83,0.381,0.22,1.0,1,94.3
SHP100198,Los Angeles,Singapore,Maersk,Road,2023-05-03,2023-05-10,7,7,In Transit,3534.61,1,1,Fog,4.41,8,4,Natural Disaster,10.39,0.857,0.021,0.33,1.0,1,81.3
SHP100199,Rotterdam,London,DHL,Rail,2024-02-10,2024-02-23,13,10,Delayed,4455.28,1,0,Storm,8.17,4,10,Traffic Jam,4.49,0.871,0.364,0.26,1.0,1,18.9
SHP100200,Rotterdam,Chicago,FedEx,Road,2024-03-27,2024-04-01,5,9,In Transit,4042.85,1,1,Snow,6.21,6,1,Traffic Jam,3.58,0.925,0.023,0.2,0.7892,1,37.2
SHP100201,Mumbai,London,Maersk,Road,2024-02-13,2024-02-19,6,5,Delayed,1565.65,4,0,Rain,1.85,8,9,None,0.11,0.866,0.288,0.42,0.9595,1,83.6
SHP100202,Mumbai,London,FedEx,Air,2024-03-16,2024-03-19,3,2,Out for Delivery,200.07,1,1,Rain,2.31,3,6,Equipment Failure,5.99,0.922,0.34,0.28,0.9329,1,75.5
SHP100203,Dubai,Sydney,DHL,Road,2024-06-03,2024-06-10,7,9,Out for Delivery,4283.7,3,0,Rain,1.66,7,9,Port Strike,8.64,0.906,0.208,0.27,1.0,1,81.5
SHP100204,Rotterdam,New York,DHL,Road,2024-05-11,2024-05-21,10,5,Out for Delivery,3290.61,3,0,Clear,0.0,7,2,None,0.27,0.912,0.177,0.25,0.6043,1,14.0
SHP100205,Los Angeles,London,DB Schenker,Rail,2024-07-16,2024-07-24,8,13,At Port,4487.05,2,1,Heavy Rain,4.62,2,9,Natural Disaster,10.36,0.876,0.344,0.21,1.0,1,53.4
SHP100206,Mumbai,Sydney,DB Schenker,Road,2023-05-31,2023-06-09,9,14,Out for Delivery,3738.93,4,0,Blizzard,9.14,7,5,Traffic Jam,4.05,0.865,0.115,0.3,1.0,1,15.0
SHP100207,Dubai,Singapore,DB Schenker,Sea,2023-01-11,2023-02-13,33,6,In Transit,1403.55,1,0,Heavy Rain,5.48,6,9,Natural Disaster,10.48,0.877,0.358,0.15,1.0,1,26.2
SHP100208,Hamburg,Sydney,FedEx,Sea,2023-03-27,2023-04-18,22,24,Customs Hold,4631.24,2,1,Fog,4.49,4,7,Port Strike,8.66,0.917,0.357,0.13,0.9275,1,53.3
SHP100209,Shanghai,Singapore,UPS,Rail,2023-05-16,2023-05-27,11,13,At Port,3565.73,4,1,Heavy Rain,4.98,5,8,None,0.43,0.942,0.12,0.4,0.8127,1,67.2
SHP100210,Hamburg,New York,UPS,Road,2023-04-18,2023-04-21,3,7,Out for Delivery,3703.03,4,0,Snow,5.5,9,3,Natural Disaster,9.75,0.88,0.064,0.36,1.0,1,74.4
SHP100211,Hamburg,Sydney,FedEx,Sea,2024-09-01,2024-10-03,32,17,Delayed,1904.83,5,0,Rain,2.23,5,2,Traffic Jam,4.22,0.898,0.099,0.43,0.8674,1,48.8
SHP100212,Mumbai,London,XPO Logistics,Air,2024-07-24,2024-07-26,2,7,Customs Hold,727.59,4,0,Blizzard,9.22,4,5,Traffic Jam,4.4,0.863,0.368,0.3,1.0,1,83.8
SHP100213,Shanghai,Sydney,XPO Logistics,Rail,2024-07-26,2024-08-07,12,7,Customs Hold,3959.67,4,0,Storm,7.73,2,9,Natural Disaster,9.8,0.831,0.085,0.3,1.0,1,49.7
SHP100214,Mumbai,Singapore,DB Schenker,Air,2024-08-22,2024-08-27,5,5,Delayed,4738.75,3,0,Fog,4.14,3,9,Traffic Jam,3.68,0.867,0.28,0.28,0.9443,1,12.4
SHP100215,Hamburg,London,Maersk,Road,2023-04-05,2023-04-14,9,4,At Port,4102.66,3,1,Blizzard,9.13,7,3,None,0.0,0.863,0.226,0.1,0.7805,1,22.8
SHP100216,Rotterdam,New York,Maersk,Sea,2024-02-26,2024-03-18,21,6,Customs Hold,1358.61,1,0,Heavy Rain,5.13,6,10,Port Strike,9.2,0.845,0.275,0.1,0.9964,1,43.5
SHP100217,Los Angeles,Tokyo,DB Schenker,Air,2024-01-02,2024-01-04,2,3,Delayed,3187.5,4,0,Storm,8.21,1,9,Natural Disaster,9.69,0.888,0.104,0.25,0.9958,1,71.4
SHP100218,Los Angeles,London,DB Schenker,Rail,2024-04-04,2024-04-12,8,0,Delayed,4879.38,2,1,Fog,4.33,3,5,Traffic Jam,4.29,0.886,0.391,0.13,0.7788,1,68.2
SHP100219,Shanghai,Chicago,UPS,Sea,2024-08-14,2024-09-05,22,3,At Port,4486.44,2,0,Heavy Rain,4.72,3,6,Port Strike,8.56,0.905,0.294,0.19,0.8651,1,57.7
SHP100220,Mumbai,Singapore,DHL,Sea,2023-04-14,2023-05-19,35,29,Out for Delivery,4716.79,2,0,Clear,0.31,5,9,Natural Disaster,9.91,0.905,0.153,0.38,1.0,1,87.8
SHP100221,Mumbai,Singapore,FedEx,Sea,2024-06-11,2024-07-13,32,4,Delayed,369.29,2,0,Blizzard,9.1,6,7,Port Strike,8.95,0.912,0.152,0.15,0.9668,1,9.0
SHP100222,Hamburg,New York,UPS,Road,2023-07-24,2023-07-29,5,8,In Transit,311.91,3,0,Clear,0.0,8,5,Traffic Jam,3.79,0.934,0.366,0.35,1.0,1,29.4
SHP100223,Los Angeles,Singapore,Maersk,Air,2023-03-15,2023-03-18,3,7,Delayed,3525.1,4,0,Rain,2.25,4,3,Port Strike,8.9,0.823,0.276,0.32,1.0,1,86.9
SHP100224,Dubai,Singapore,DB Schenker,Road,2024-01-02,2024-01-09,7,8,At Port,3885.71,5,1,Blizzard,9.4,7,1,Port Strike,8.68,0.871,0.364,0.15,1.0,1,68.1
SHP100225,Los Angeles,Sydney,FedEx,Rail,2024-01-22,2024-02-04,13,11,Customs Hold,4830.81,3,0,Snow,5.52,3,7,Traffic Jam,4.1,0.923,0.081,0.35,0.8249,1,33.8
SHP100226,Los Angeles,Tokyo,Maersk,Road,2024-03-23,2024-03-27,4,6,Out for Delivery,2614.2,1,0,Snow,6.33,6,1,Traffic Jam,3.64,0.85,0.025,0.25,0.9469,1,9.1
SHP100227,Dubai,New York,UPS,Rail,2024-11-04,2024-11-12,8,7,At Port,3321.96,2,0,Rain,2.02,5,9,Natural Disaster,9.79,0.896,0.077,0.39,0.9774,1,14.1
SHP100228,Los Angeles,Chicago,XPO Logistics,Road,2023-02-02,2023-02-07,5,8,Delayed,1195.94,3,0,Heavy Rain,4.96,6,4,None,0.43,0.831,0.315,0.21,0.9898,1,46.3
SHP100229,Hamburg,Tokyo,UPS,Rail,2024-11-25,2024-12-07,12,4,Customs Hold,2212.11,5,0,Storm,8.31,5,8,Natural Disaster,9.53,0.901,0.344,0.15,1.0,1,87.5
SHP100230,Dubai,Singapore,DB Schenker,Sea,2024-03-28,2024-04-23,26,23,At Port,2102.54,1,0,Snow,5.51,4,10,Equipment Failure,5.68,0.843,0.309,0.15,0.9315,1,70.8
SHP100231,Dubai,New York,DB Schenker,Road,2024-01-20,2024-01-29,9,5,At Port,4443.05,4,0,Heavy Rain,4.6,7,6,Natural Disaster,10.49,0.866,0.035,0.12,0.9143,1,58.5
SHP100232,Dubai,Singapore,UPS,Road,2024-06-29,2024-07-09,10,2,Out for Delivery,950.66,4,0,Storm,7.99,9,4,Natural Disaster,10.5,0.943,0.179,0.15,1.0,1,35.8
SHP100233,Los Angeles,Singapore,XPO Logistics,Road,2024-11-30,2024-12-06,6,0,Out for Delivery,723.96,5,0,Snow,5.56,7,7,Traffic Jam,3.82,0.842,0.298,0.17,0.8664,1,76.5
SHP100234,Shanghai,London,UPS,Sea,2023-06-22,2023-07-11,19,16,Customs Hold,1439.87,4,0,Clear,0.0,6,5,Traffic Jam,3.8,0.927,0.309,0.25,0.8023,1,57.9
SHP100235,Hamburg,Singapore,Maersk,Air,2023-04-26,2023-04-29,3,5,In Transit,525.34,3,0,Rain,2.04,2,9,Traffic Jam,4.37,0.851,0.1,0.38,0.9248,1,50.6
SHP100236,Hamburg,Chicago,UPS,Rail,2024-08-20,2024-08-31,11,5,Customs Hold,2566.64,5,1,Fog,3.64,2,10,Equipment Failure,6.14,0.884,0.206,0.41,0.9864,1,11.2
SHP100237,Hamburg,Singapore,Maersk,Rail,2024-03-03,2024-03-10,7,10,In Transit,3884.21,3,0,Heavy Rain,5.02,5,8,Port Strike,8.9,0.872,0.091,0.21,0.9582,1,35.4
SHP100238,Shanghai,Sydney,FedEx,Sea,2023-01-12,2023-02-03,22,3,At Port,2562.01,2,0,Heavy Rain,5.03,3,1,Port Strike,9.34,0.943,0.03,0.12,0.6874,1,24.8
SHP100239,Dubai,New York,UPS,Air,2023-11-10,2023-11-12,2,5,Customs Hold,75.08,1,0,Snow,5.99,3,2,Natural Disaster,9.59,0.922,0.341,0.18,1.0,1,59.2
SHP100240,Mumbai,Chicago,FedEx,Sea,2023-02-06,2023-03-11,33,4,At Port,3007.14,3,0,Heavy Rain,5.06,4,4,Traffic Jam,4.47,0.921,0.315,0.2,0.7403,1,48.0
SHP100241,Shanghai,Chicago,UPS,Road,2023-06-03,2023-06-12,9,11,In Transit,3133.88,2,0,Storm,8.27,7,2,None,0.47,0.933,0.212,0.37,0.9775,1,55.0
SHP100242,Shanghai,Singapore,XPO Logistics,Sea,2023-10-16,2023-11-08,23,11,Out for Delivery,52.64,5,0,Snow,6.1,6,2,None,0.03,0.838,0.127,0.22,0.7524,1,5.6
SHP100243,Hamburg,Tokyo,XPO Logistics,Sea,2023-05-12,2023-06-02,21,5,Delayed,4075.29,4,0,Heavy Rain,5.02,6,2,Natural Disaster,10.2,0.835,0.199,0.22,1.0,1,84.8
SHP100244,Dubai,New York,DB Schenker,Road,2024-03-22,2024-03-25,3,7,Delayed,4012.53,4,0,Heavy Rain,4.8,9,9,Natural Disaster,10.18,0.86,0.042,0.13,1.0,1,19.0
SHP100245,Shanghai,Chicago,Maersk,Sea,2024-04-18,2024-05-13,25,17,Delayed,406.55,5,0,Blizzard,8.68,3,6,None,0.37,0.885,0.369,0.33,1.0,1,73.5
SHP100246,Dubai,London,DB Schenker,Rail,2023-12-15,2023-12-28,13,4,Out for Delivery,4572.32,1,1,Clear,0.28,2,9,Equipment Failure,6.48,0.891,0.333,0.22,0.7898,1,29.1
SHP100247,Rotterdam,Tokyo,UPS,Rail,2023-04-17,2023-04-28,11,10,Customs Hold,706.55,2,0,Blizzard,8.9,4,3,Port Strike,8.75,0.932,0.105,0.15,0.8798,1,42.3
SHP100248,Dubai,New York,DHL,Air,2023-03-29,2023-04-01,3,8,Delayed,1188.88,5,0,Storm,8.26,4,4,None,0.44,0.877,0.366,0.17,0.9927,1,91.4
SHP100249,Dubai,Tokyo,DHL,Sea,2024-04-29,2024-06-02,34,15,In Transit,3573.62,1,0,Snow,6.17,5,9,Natural Disaster,10.04,0.911,0.305,0.24,1.0,1,64.4
SHP100250,Dubai,London,Maersk,Air,2023-03-20,2023-03-22,2,4,At Port,3241.84,5,0,Heavy Rain,4.84,4,8,Equipment Failure,6.25,0.844,0.34,0.28,1.0,1,67.9
SHP100251,Hamburg,Sydney,DB Schenker,Rail,2023-08-24,2023-09-08,15,17,In Transit,1197.99,4,1,Heavy Rain,5.1,5,2,Natural Disaster,9.8,0.873,0.076,0.42,1.0,1,75.9
SHP100252,Dubai,New York,XPO Logistics,Air,2024-06-28,2024-06-30,2,7,Delayed,1207.69,5,0,Clear,0.0,1,7,Natural Disaster,10.1,0.838,0.032,0.44,1.0,1,78.5
SHP100253,Dubai,London,UPS,Sea,2024-06-17,2024-07-20,33,14,In Transit,2575.61,2,0,Blizzard,8.9,4,2,Natural Disaster,9.9,0.886,0.264,0.18,0.9896,1,23.5
SHP100254,Los Angeles,London,Maersk,Air,2024-05-24,2024-05-29,5,1,At Port,2761.99,4,0,Fog,4.04,1,9,None,0.0,0.839,0.227,0.23,0.6355,1,18.9
SHP100255,Shanghai,New York,UPS,Air,2024-09-03,2024-09-07,4,8,Delayed,4052.12,3,0,Rain,2.35,3,7,None,0.34,0.921,0.289,0.35,0.8298,1,55.2
SHP100256,Los Angeles,New York,FedEx,Rail,2023-07-01,2023-07-08,7,9,At Port,2060.84,1,1,Fog,4.43,5,8,Natural Disaster,10.42,0.903,0.149,0.28,1.0,1,7.2
SHP100257,Rotterdam,London,Maersk,Rail,2024-02-25,2024-03-11,15,15,Delayed,155.93,1,0,Snow,6.26,4,7,Traffic Jam,4.37,0.865,0.324,0.16,0.9319,1,17.7
SHP100258,Rotterdam,Singapore,FedEx,Sea,2024-06-02,2024-07-04,32,35,Customs Hold,1814.62,2,0,Storm,8.45,5,4,Natural Disaster,9.7,0.931,0.073,0.29,1.0,1,27.1
SHP100259,Rotterdam,Tokyo,DB Schenker,Rail,2023-10-26,2023-11-07,12,1,In Transit,1362.42,5,0,Blizzard,9.02,2,2,None,0.0,0.849,0.278,0.18,0.7497,1,56.8
SHP100260,Shanghai,Chicago,DB Schenker,Air,2023-03-03,2023-03-07,4,9,Out for Delivery,3669.79,2,0,Rain,2.21,4,5,Natural Disaster,9.82,0.855,0.071,0.13,0.8862,1,54.6
SHP100261,Shanghai,New York,DB Schenker,Road,2024-05-26,2024-05-30,4,6,At Port,3765.32,1,0,Blizzard,9.39,8,1,Natural Disaster,9.7,0.873,0.171,0.35,1.0,1,29.9
SHP100262,Rotterdam,London,Maersk,Rail,2023-01-08,2023-01-18,10,13,Out for Delivery,2394.2,3,0,Heavy Rain,4.95,2,2,Traffic Jam,4.12,0.868,0.239,0.19,0.8657,1,71.4
SHP100263,Shanghai,New York,UPS,Road,2023-06-05,2023-06-08,3,1,Out for Delivery,691.33,4,0,Heavy Rain,5.04,6,2,Port Strike,8.66,0.907,0.036,0.35,0.9076,1,48.7
SHP100264,Hamburg,Chicago,DB Schenker,Air,2023-01-04,2023-01-07,3,6,Customs Hold,3820.33,5,0,Blizzard,9.44,2,4,None,0.18,0.857,0.139,0.35,1.0,1,20.0
